2024-07-30 17:36:39,406 INFO    StreamThr :13639 [internal.py:wandb_internal():85] W&B internal server running at pid: 13639, started at: 2024-07-30 17:36:39.405559
2024-07-30 17:36:39,407 DEBUG   HandlerThread:13639 [handler.py:handle_request():158] handle_request: status
2024-07-30 17:36:39,412 INFO    WriterThread:13639 [datastore.py:open_for_write():87] open: /Users/seongyeon/Desktop/AI/AIFFEL/MLOps/model_registry_wandb/wandb/run-20240730_173639-9xtyoqzn/run-9xtyoqzn.wandb
2024-07-30 17:36:39,412 DEBUG   SenderThread:13639 [sender.py:send():379] send: header
2024-07-30 17:36:39,434 DEBUG   SenderThread:13639 [sender.py:send():379] send: run
2024-07-30 17:36:39,945 INFO    SenderThread:13639 [dir_watcher.py:__init__():211] watching files in: /Users/seongyeon/Desktop/AI/AIFFEL/MLOps/model_registry_wandb/wandb/run-20240730_173639-9xtyoqzn/files
2024-07-30 17:36:39,945 INFO    SenderThread:13639 [sender.py:_start_run_threads():1188] run started: 9xtyoqzn with start time 1722328599.406469
2024-07-30 17:36:39,954 DEBUG   HandlerThread:13639 [handler.py:handle_request():158] handle_request: check_version
2024-07-30 17:36:39,954 DEBUG   SenderThread:13639 [sender.py:send_request():406] send_request: check_version
2024-07-30 17:36:40,006 DEBUG   HandlerThread:13639 [handler.py:handle_request():158] handle_request: run_start
2024-07-30 17:36:40,014 DEBUG   HandlerThread:13639 [system_info.py:__init__():26] System info init
2024-07-30 17:36:40,014 DEBUG   HandlerThread:13639 [system_info.py:__init__():41] System info init done
2024-07-30 17:36:40,014 INFO    HandlerThread:13639 [system_monitor.py:start():194] Starting system monitor
2024-07-30 17:36:40,014 INFO    SystemMonitor:13639 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-07-30 17:36:40,014 INFO    HandlerThread:13639 [system_monitor.py:probe():214] Collecting system info
2024-07-30 17:36:40,017 INFO    SystemMonitor:13639 [interfaces.py:start():188] Started cpu monitoring
2024-07-30 17:36:40,019 INFO    SystemMonitor:13639 [interfaces.py:start():188] Started disk monitoring
